id,acl_sentence,claim,annotation,user,cross_annotations,cross_users
14912,5485,Diego Costa represented the Spanish football team at the 2014 FIFA World Cup.,,,,
14913,5485,Diego Costa is a soccer player.,,,,
14916,5485,Diego Costa is Spanish.,,,,
14917,3212,Benedict Cumberbatch was included in Time magazine's annual Time 100.,,,,
14918,3212,Benedict Cumberbatch is an actor.,,,,
14919,3212,Benedict Cumberbatch is a performer.,,,,
14920,3212,Benedict Cumberbatch has been included in Time magazine's annual Time 100.,,,,
14922,3212,Benedict Cumberbatch is an author.,,,,
14927,6494,Got a Girl's first studio album was released in 2014.,,,,
14930,2709,"Beautiful was certified Gold for 500,000 units shipped.",3301,356,"3301,3311","356,356"
14932,2709,Beautiful peaked at number two on the Billboard Hot 100.,3311,356,"3311,3301","356,356"
14933,2709,Beautiful is by Christina Aguilera.,3311,356,"3311,3311","356,356"
14934,2709,Beautiful was certified Gold.,3101,356,"3101,3301","356,356"
14938,603,Rachel McAdams acted in True Detective.,,,,
14939,603,Rachel McAdams was in Fal Detective.,,,,
14940,603,Rachel McAdams is an actress.,,,,
14941,603,Rachel McAdams acted in Fal Detective.,,,,
14942,1101,Back to the Future is a science-fiction adventure comedy film.,,,,
14943,1101,Back to the Future was directed by Robert Zemeckis.,,,,
14944,1101,Back to the Future is an adventure comedy film.,,,,
14946,1101,Back to the Future is a science-fiction film.,,,,
14947,1101,Back to the Future was released in 1989.,,,,
14949,5489,Joe Rogan was on Hardball.,,,,
14951,5489,Joe Rogan worked in comedy clubs.,,,,
14952,5489,Joe Rogan is an actor.,,,,
14953,5489,Joe Rogan was a television actor.,,,,
14955,933,Tiger Woods holds the top spot until May 2014.,,,,
14956,933,Tiger Woods is a tennis player.,,,,
14957,933,Tiger Woods was in the Arnold Palmer Invitational.,,,,
14958,933,Tiger Woods ascended to the No. 1 ranking.,,,,
14959,933,Tiger Woods held the top spot in the Arnold Palmer Invitational.,,,,
14960,933,Tiger Woods won an Invitational in 2013.,,,,
14966,1787,Chester Bennington was born in 1976.,,,,
14969,2399,Beautiful (Christina Aguilera song) was recorded by Christina Aguilera.,,,,
14970,2399,Beautiful is Christina Aguilera's fourth studio album.,,,,
14971,2399,Beautiful (Christina Aguilera song) is a song.,,,,
14974,4840,Gray Davis's approval ratings declined as voters blamed Davis.,,,,
14975,4840,Gray Davis was governor.,,,,
14978,4840,Gray Davis has strong approval ratings.,,,,
14980,4147,The Toy Story 3 was produced by Pixar Animation Studios.,,,,
14981,4147,The Toy Story 3 was released by Walt Disney Pictures.,,,,
14983,4147,Toy Story 3 is a film.,,,,
14985,4134,Singing Detective was broadcast in the United Kingdom.,,,,
14986,4134,The Singing Detective is a serial.,,,,
14987,4134,Singing Detective was broadcast in the United Kingdom on BBC1.,,,,
14989,4134,The Singing Detective is a television show.,,,,
14990,4800,Gilmore Girls's executive producers included Gavin Polone.,,,,
14993,4800,Gilmore Girls is a comedy-drama series.,,,,
14994,4800,Gilmore Girls' executive producers included Gavin Polone.,,,,
14995,4800,Gilmore Girls was the executive producer of the series.,,,,
14996,5213,Doctor Who is the thirty-sixth season.,,,,
14997,5213,Doctor Who is a thirty-sixth season.,,,,
14998,5213,Doctor Who's thirty-sixth season is the thirty-sixth season overall.,,,,
15000,5213,Doctor Who has a thirty-sixth season overall.,,,,
15001,5213,Doctor Who has thirty-six seasons.,,,,
15004,2474,Harold Macmillan served as the Prime Minister of the United Kingdom.,,,,
15006,2474,Harold Macmillan died in 1986.,,,,
15008,2474,"Harold Macmillan died on December 19, 1963.",,,,
15012,2905,"Seville has a municipal population of 703,000.",,,,
15015,1416,Tiger Woods has had back surgery.,,,,
15017,1416,Tiger Woods has had back surgery in April 2014.,,,,
15018,1416,Tiger Woods suffered back surgery in 2014.,,,,
15019,6419,French Indochina was a group of French colonial territories.,,,,
15020,6419,The French Indochina was officially known as the Indochinese Union.,,,,
15022,6419,The French Indochina was a group of French colonial territories in Southeast Asia.,,,,
15023,6419,Indochinese Union is officially known as the Indochinese Federation.,,,,
15024,6419,The French Indochina was a grouping of French colonial territories in Southeast Asia.,,,,
15027,4458,Tennis can be played individually.,,,,
15031,2903,Hulk is a film.,,,,
15032,2903,Hulk grossed $245 million worldwide.,,,,
15033,2903,Hulk was commercially successful.,,,,
15034,2903,Hulk had an estimated $245 million worldwide.,,,,
15035,3641,Insurgent is a film.,,,,
15037,3641,Insurgent: Allegiant is a film.,,,,
15041,6174,The Michelin Guide is published by the French company Michelin.,,,,
15042,6174,Michelin Guides are published by an Italian company.,,,,
15044,6174,The Michelin Guide is published for more than a century.,,,,
15045,6174,The Michelin Guides are published by a French company.,,,,
15046,6174,A Michelin Guide was written by a French company.,,,,
15049,4746,The Weeknd's middle name is Abel Makkonen Tesfaye.,,,,
15053,4163,Diego Costa has won the Premier League.,,,,
15054,4163,Diego Costa is a football player.,,,,
15055,4163,Diego Costa played for Atlético.,,,,
15056,4163,Diego Costa has won the Premier League and League Cup.,,,,
15057,4163,Diego Costa was in England.,,,,
15060,4950,Alessia Cara's full name is Alessia Caracciolo.,,,,
15061,4950,Alessia Cara was born in 1996.,,,,
15062,4950,Alessia Cara has an album called Know-It-All.,,,,
15063,4950,Alessia Cara is a singer and songwriter.,,,,
15066,1288,Lindsay Lohan was in Just My Luck in 2006.,,,,
15068,1288,Just My Luck features Chris Pine.,,,,
15070,1805,Tokyo was ranked first in the Best overall experience category of TripAdvisor's World City Survey.,,,,
15072,1805,Tokyo was ranked the 11th most expensive city for expatriates in 2015.,,,,
15073,1805,Japan has the 11th most expensive city for expatriates in 2015.,,,,
15078,5620,Puerto Rico is the United States's largest island.,,,,
15079,5620,Puerto Rico's native language is Spanish.,,,,
15080,5620,Puerto Rico's native language is Portuguese.,,,,
15084,5414,Salman Khan was the highest ranked Indian in the 71st rank.,,,,
15085,5414,Salman Khan has earned $33.5 million.,,,,
15086,5414,Salman Khan earned $33.5 million in 2015.,,,,
15090,2546,Felicity Jones is in Northanger Abbey.,,,,
15091,2546,Felicity Jones starred in Brideshead Revisited.,,,,
15092,2546,Felicity Jones appeared in Northanger Abbey.,,,,
15095,1964,Joan of Arc was declared a national symbol of France in 1803,,,,
15096,1964,Joan of Arc became a symbol of a Catholic League in 1803.,,,,
15097,1964,Joan of Arc is a symbol of France.,,,,
15098,5429,Spider-Man is a superhero.,,,,
15100,5429,Spider-Man was a body swap plot.,,,,
15101,5429,Spider-Man is an American comic book series.,,,,
15102,5429,Spider-Man has been named Doctor Octopus.,,,,
15103,5429,Spider-Man was released in 2014.,,,,
15107,359,"Greyson Chance's performance of Lady Gaga's ""Paparazzi"" went viral on YouTube.",,,,
15108,359,Greyson Chance has performed at a sixth-grade music festival.,,,,
15111,3349,Nosedive is an episode of a science fiction anthology series.,,,,
15112,3349,Nosedive is a science fiction anthology series.,,,,
15114,3349,Nosedive was directed by Charlie Brooker.,,,,
15115,3349,Nosedive has Michael Schur as its director.,,,,
15116,3349,Nosedive was written by Charlie Brooker.,,,,
15118,3974,Hotel Transylvania is a 2012 film.,,,,
15124,341,"Oscar Robertson is nicknamed ""The Big O.""",,,,
15128,341,Oscar Robertson was a basketball player.,,,,
15129,341,Oscar Robertson played basketball.,,,,
15132,521,The Good Wife produces 22 episodes.,1311,356,1311,356
15133,521,The Good Wife has been produced by CBS.,3311,356,3311,356
15135,1871,The New York Giants are based in the metropolitan area.,,,,
15137,1871,New York Giants are a professional football team.,,,,
15138,1871,The New York Giants play in the National Football League.,,,,
15140,1871,The New York Giants is an American football team.,,,,
15141,1871,The New York Giants play football in the Northeast.,,,,
15144,6078,"Matt Kuchar built a new, one-plane swing from 2008.",,,,
15145,6078,"Matt Kuchar has built a new, one-plane swing.",,,,
15146,6078,Matt Kuchar is a golfer.,,,,
15147,6078,Matt Kuchar had a one-plane swing.,,,,
15152,1575,Juana la virgen was produced by RCTV International.,,,,
15153,1575,Juana la Virgen is a Venezuelan televisionnovela.,,,,
15154,1801,The Somali language is a working language.,1101,356,1101,356
15158,1801,The Somali language is spoken in Greater Somalia and the Somali diaspora.,3310,356,3310,356
15159,1801,Somaliland is a working language in Ethiopia.,3301,356,3301,356
15160,1801,The Somali language is in Ethiopia.,2211,356,2211,356
15168,119,Brock Lesnar was in a fight against Frank Mir.,,,,
15169,119,Brock Lesnar is a fighter.,,,,
15170,119,Brock Lesnar lost to Frank Mir in 2008.,,,,
15172,3740,Princess Agents was written by Xiao Xiang Dong Er.,,,,
15177,5960,Gilmore Girls' main cast was Sherman-Palladino.,,,,
15179,5960,Sherman-Palladino played Gilmore Girls in 2016.,,,,
15180,5960,Gilmore Girls's main cast was Sherman-Palladino.,,,,
15181,5960,Gilmore Girls is a miniseries.,,,,
15182,5960,Gilmore Girls' main cast and Sherman-Palladino returned for a miniseries revival.,,,,
15183,5960,Gilmore Girls was on Time magazine.,,,,
15184,5436,Diego Costa plays for Spain national team.,,,,
15188,5436,Diego Costa plays football.,,,,
15192,5615,Lituania is in the Baltic Sea.,,,,
15193,5615,Lithuania is in the Baltic Sea.,,,,
15197,4105,A View to a Kill is a film.,,,,
15198,4105,A View to a Kill features Lois Maxwell.,,,,
15199,4105,A View to a Kill is James Bond's third film.,,,,
15201,4629,"Anaheim, California was the 10th most populous city in California.",,,,
15202,4629,"Anaheim, California had a population of 336,265.",,,,
15205,4629,Anaheim is in Orange County.,,,,
15208,779,"San José has an estimated population of 1,026,908 in 2015.",,,,
15209,779,"San Jose, California has an estimated population of 1,026,908 in 2015.",,,,
15210,779,San Jose is in California.,,,,
15212,2637,Inside Man features a Manhattan power broker.,,,,
15213,2637,Inside Man starred Denzel Washington.,,,,
15214,2637,Inside Man is about a bank heist.,,,,
15215,2637,Inside Man stars an American actor born in 1893.,,,,
15220,2843,The Beatles had John Lennon as their drummer.,,,,
15222,3189,"Kellogg's stated purpose is ""Nourishing families.""",,,,
15225,3189,"Kellogg's stated purpose is ""Nourishing families so they can thrive.""",,,,
15226,3189,Kellogg's product line is manufactured in 18 countries.,,,,
15229,2103,Frank Sinatra is an American.,2311,356,2311,356
15230,2103,Frank Sinatra worked with Duke Ellington.,3311,356,3311,356
15231,2103,Frank Sinatra has worked with Duke Ellington.,3311,356,3311,356
15233,5841,Jon Snow was on Game of Thrones.,,,,
15234,5841,Jon Snow has been portrayed by Kit Harington.,,,,
15235,5841,Jon Snow is played by Kit Harington.,,,,
15236,5841,Jon Snow was in Game of Thrones.,,,,
15237,1984,Believe (Cher song) restored Cher's popularity.,,,,
15238,1984,Believe (Cher song) was credited for cemented her position as a pop culture icon.,,,,
15240,1984,Believe (Cher song) is a song.,,,,
15241,1984,Believe (Cher song) has been credited for cemented her position as a pop culture icon.,,,,
15243,1984,"Believe (Cher song) credited ""Believe.""",,,,
15247,949,Jones is portrayed by River Phoenix.,,,,
15248,949,Indiana Jones has been portrayed by River Phoenix.,,,,
15249,949,Indiana Jones was portrayed by River Phoenix.,,,,
15250,949,Indiana Jones is played by Harrison Ford.,,,,
15253,5343,Thomas Jefferson was a letter writer.,,,,
15254,5343,Thomas Jefferson left office.,,,,
15255,5157,Thatcherism has been used to describe the beliefs of the British government.,,,,
15256,5157,Thatcherism was used to describe the beliefs of the British government.,,,,
15257,5157,The Thatcherism describes the political style of Margaret Thatcher.,,,,
15258,5157,Thatcher was the leader of her party from 1975 to 1990.,,,,
15259,5157,Thatcherism has been used to describe the beliefs of the British government under Thatcher.,,,,
15260,5157,Thatcherism describes the political style of Margaret Thatcher.,,,,
15261,5157,Thatcherism has been used to describe the beliefs of the British government under Thatcher as Prime Minister from 1979 to 1990.,,,,
15263,2922,Frank Sinatra was a film actor.,,,,
15265,2922,Frank Sinatra played in Las Vegas.,,,,
15267,2922,Frank Sinatra was born in 1971.,,,,
15269,2571,Ecuador's ethnically diverse population is reflected in the Amerindian population.,3311,356,"3311,1311","356,360"
15270,2571,Ecuador's population is mestizos.,1311,356,"1311,1311","356,360"
15271,2571,Ecuador is a country.,3311,356,"3311,3311","356,360"
15272,2571,Ecuador has an ethnically diverse population.,3311,356,"3311,3311","356,360"
15273,2571,Ecuador had some 15.2 million people.,2301,356,"2301,3101","356,360"
15274,2571,Ecuador has ethnically diverse populations.,3211,356,"3211,3211","356,360"
15277,3884,Walt Disney's brother is Roy.,,,,
15278,3884,Walt Disney set up a studio with his brother Roy.,,,,
15279,3884,Mickey Mouse is a character.,,,,
15280,3884,Walt Disney was born in the 1920s.,,,,
15283,3793,Luxemburg is a representative democracy.,,,,
15284,3793,Luxembourg's Grand Duke is Henri's Grand Duke.,,,,
15285,3793,Luxembourg has a constitutional monarchy.,,,,
15286,1674,Kris Jenner is married to Robert Kardashian.,,,,
15287,1674,Kris Jenner is a tennis player.,,,,
15290,1674,Kris Jenner's middle name is Bruce.,,,,
15291,1674,Kris Jenner was born in 1993.,,,,
15295,4461,T-Pain has an album called Rappa Ternt Sanga.,,,,
15296,4461,T-Pain released Rappa Ternt Sanga.,,,,
15297,4461,T-Pain is a rapper.,,,,
15299,5001,FC Barcelona is a football club.,,,,
15300,5001,FC Barcelona won a UEFA Champions League title.,,,,
15302,5001,FC Barcelona is in international club football.,,,,
15303,5001,FC Barcelona won a prestigious competition in international club football.,,,,
15307,5076,Top of the Lake has an episode that starred Robin Griffin.,,,,
15308,5076,Top of the Lake is about a girl who disappeared in New Zealand.,,,,
15313,924,Pamela Anderson starred on Home Improvement.,,,,
15315,924,Pamela Anderson has worked with Denise Anderson.,,,,
15316,924,Pamela Anderson was on Home Improvement.,,,,
15319,1441,Honey to the B was written by Billie Piper.,3311,356,3311,356
15323,3052,Angela Lansbury is a politician.,,,,
15324,3052,Angela Lansbury's middle name is Edgar Lansbury.,,,,
15325,3052,Angela Lansbury is an actress.,,,,
15326,493,Hungarians can be classified into several subgroups according to local linguistic characteristics.,,,,
15327,493,The majority of Hungarians live in the United States.,,,,
15328,493,Hungarians are a group of people.,,,,
15329,493,Some Hungarians are considered to be a part of the world.,,,,
