id,sentence,claims,focus,coverage,redundance,model,user,cross_focus,cross_coverage,cross_users
1890,4223,"The United Kingdom was the world's first industrialised country.
United Kingdom was the world's first industrialised country.
The United Kingdom was the world's foremost power during the 19th and early 20th centuries.
The United Kingdom is a country.
The UK was the world's first industrialised country.
The United Kingdom is a great power.",,,,t5_small_diverse_7_beam_search,,,,
1891,6405,"Brazil is a country.
Brazil is one of 17 megadiverse countries.
Brazil has a unique environmental heritage.
Brazil is considered one of 17 megadiverse countries.
Brazil has an ecological heritage.
Brazilians are a nation.",,,,t5_small_diverse_7_beam_search,,,,
1892,1859,"A crown colony was a type of colonial administration.
Crown colony was a type of colonial administration.
A crown colony is also known in the 17th century as royal colony.
The Crown colony was a type of colonial administration of the overseas territories of the British Empire.",1101,00011,0000,t5_small_diverse_7_beam_search,356,"1101,1100","00011,01011","356,360"
1893,5712,"Prometheus was released in 2010.
The Prometheus film required design phases.
Prometheus (2012 film) entered production in April 2010.
The Prometheus (2012 film) had design phases.
Prometheus had design phases.
Prometheus was produced in April 2010.
Prometheus entered production in April 2010.",,,,t5_small_diverse_7_beam_search,,,,
1894,2332,"Taiwan's high-tech industry plays a key role in the global economy.
Taiwan is a country.
Taiwan is the 22nd-largest economy in the world.
Taiwan has a high-tech industry.",,,,t5_small_diverse_7_beam_search,,,,
1895,3589,"Dan Aykroyd was nominated for an Academy Award.
Dan Aykroyd worked in Driving Miss Daisy.
Dan Aykroyd was nominated for an Academy Award for Best Supporting Actor.
Dan Aykroyd was in a film directed by John R. R. Martin.
Dan Aykroyd worked on Driving Miss Daisy.
Dan Aykroyd starred in Driving Miss Daisy.
Dan Aykroyd is an actor.",,,,t5_small_diverse_7_beam_search,,,,
1896,4324,"Muammar Gaddafi's government brought stability to the Libyan people.
Muammar Gaddafi was a dictator.
Muammar Gaddafi's government brought improvements to the Libyan people's quality of life.
Muammar Gaddafi supported the Libyan people's quality of life.
Muammar Gaddafi's government brought significant improvements to the Libyan people's quality of life.
Muammar Gaddafi is an Islamic radical.",,,,t5_small_diverse_7_beam_search,,,,
1897,3690,"Harry Potter and the Deathly Hallows chronicles the events directly following Harry Potter and the Half-Blood Prince.
The Deathly Hallows is a book.
The Deathly Hallows chronicles the events following Harry Potter and the Half-Blood Prince.
Harry Potter and the Deathly Hallows is a book.
Harry Potter and the Deathly Hallows reveals the previously concealed back story of several main characters.
Harry Potter and the Deathly Hallows chronicles the final confrontation between the wizards Harry Potter and Lord Voldemort.
Harry Potter and the Deathly Hallows reveal the previously concealed back story of several main characters.",,,,t5_small_diverse_7_beam_search,,,,
1898,1211,"Snowpiercer is a 2013 science fiction thriller film.
Snowpiercer was directed by Bong Joon-ho.
Snowpiercer is a science fiction thriller film.
Snowpiercer was written by Kelly Masterson.
Snowpiercer is an English-language thriller film.",,,,t5_small_diverse_7_beam_search,,,,
1899,318,"Zooey Deschanel performed in a jazz cabaret act.
Zooey Deschanel was a jazz actress.
Zooey Deschanel is an actress.
Zooey Deschanel was in If All the Stars Were Pretty Babies.
Zooey Deschanel performed with Samantha Shelton.
Zooey Deschanel acted in a jazz cabaret act.",,,,t5_small_diverse_7_beam_search,,,,
1900,1076,"Anni-Frid Lyngstad is Swedish.
Anni-Frid Lyngstad was born in 1945.
Anni-Frid Lyngstad is a Swedish singer.
Anni-Frid Lyngstad was born on November 15, 1945.",,,,t5_small_diverse_7_beam_search,,,,
1901,3470,"Eric Trump is the third child of Ivana Trump.
Eric Trump is the third child of the President of the United States.
Eric Trump's middle name is Frederick.
Eric Trump was born in 1984.
Eric Trump was born on January 6, 1984.
Eric Trump's second son is Ivana.",,,,t5_small_diverse_7_beam_search,,,,
1902,1705,"Star Wars: The Last Jedi is set to be released in 2017.
The Star Wars sequel trilogy is set for release on December 15, 2017.
Rian Johnson is the director of Star Wars: The Last Jedi.
Rian Johnson is a director of Star Wars: The Last Jedi.
The Star Wars sequel trilogy is set to be released on December 15, 2017.
Star Wars: The Last Jedi is set for release in 2017.
Star Wars: The Last Jedi was released in 2017.",,,,t5_small_diverse_7_beam_search,,,,
1903,5708,"Kiiara is from Wilmington, Illinois.
Kiiara is a songwriter.
Kiiara is a singer.
Kiiara was born in 1995.
Kiiara is from a state of Illinois.
Kiiara was born on May 24, 1995.",101010,111,000000,t5_small_diverse_7_beam_search,354,101010,111,354
1904,3663,"Susan Atkins was a prisoner.
Susan Atkins was incarcerated from October 1, 1969.
Atkins was a female inmate.
Susan Atkins died in 1969.
Susan Atkins was a female inmate.
Susan Atkins was incarcerated.",,,,t5_small_diverse_7_beam_search,,,,
1905,284,"Kiiara's music is described as downcast electronic pop.
Kiiara is a bass-heavy, trap-style rap production.
Kiiara has bass-heavy, trap-style rap production.
Kiiara is a musician.
Kiiara is an electronic pop artist.",,,,t5_small_diverse_7_beam_search,,,,
1906,147,"Kenny Rogers's albums are featured in a poll by People.
Kenny Rogers has two albums.
Kenny Rogers is a musician.
Kenny Rogers's album is The Gambler.
Kenny Rogers released his second album in 2015.
Kenny Rogers is an American singer.",,,,t5_small_diverse_7_beam_search,,,,
1907,6198,"Blue whales are a species of crustaceans.
The blue whale's diet includes krill.
Indica is a baleen whale.
The blue whale's diet is mostly made up of crustaceans.
Blue whales have crustaceans.
Blue whales are a subspecies.
Blue whale indica is a subspecies.",,,,t5_small_diverse_7_beam_search,,,,
1908,606,"R. Kelly sold over 100 million records worldwide.
R. Kelly is a male artist.
R. Kelly was named the most successful R&B male artist of the 1990s.
R. Kelly has sold over 100 million records worldwide.
R. Kelly is a male artist of the 1990s.",11110,101,00000,t5_small_diverse_7_beam_search,354,"11110,11111","101,101","354,356"
1909,3992,"The Cincinnati Kid stars Steve McQueen.
Norman Jewison directed The Cincinnati Kid.
Edward G. Robinson played Howard in The Cincinnati Kid.
The Cincinnati Kid is a film.
The Cincinnati Kid was directed by Norman Jewison.
The Cincinnati Kid stars Edward G. Robinson.",,,,t5_small_diverse_7_beam_search,,,,
1910,5565,"International Space Station is a microgravity laboratory.
The International Space Station is a microgravity laboratory.
The International Space Station serves as a microgravity laboratory.
International Space Station serves as a space environment research laboratory.
International Space Station is a space environment research laboratory.
ISS serves as a microgravity laboratory.
The International Space Station is used in astronomy.",,,,t5_small_diverse_7_beam_search,,,,
1911,2837,"Ruth Negga played a role in a mini-series.
Ruth Negga has played roles in television.
Ruth Negga starred in a mini-series.
Ruth Negga was born on January 7th, 1982.
Ruth Negga is an actress.
Ruth Negga played roles in the BBC's mini-series Criminal Justice.
Ruth Negga has played roles in TV.",,,,t5_small_diverse_7_beam_search,,,,
1912,2238,"Spider-Man is a comic book series.
Peter Parker was in Spider-Man.
Spider-Man was written by Peter Parker.
Peter Parker is a character in Spider-Man.
The character of Spider-Man is Peter Parker.
Spider-Man is a superhero series.
Spider-Man's character was Peter Parker.",,,,t5_small_diverse_7_beam_search,,,,
1913,1293,"Emily Dickinson was an American.
Emily Dickinson was born on December 10, 1830.
Emily Dickinson died on May 15, 1886.
Emily Dickinson was a poet.
Emily Dickinson died in May, 1886.
Emily Dickinson was American.",,,,t5_small_diverse_7_beam_search,,,,
1914,2721,"Sayyeshaa is an actress.
Sayyeshaa is Indian.
Sayyeshaa appears in Hindi films.
Sayyeshaa was in a Telugu film.
Sayyeshaa has appeared in Tamil films.
Sayyeshaa starred in a Telugu film.",,,,t5_small_diverse_7_beam_search,,,,
1915,1716,"Minions was produced by Chris Meledandri.
Minions is a 2015 American film.
Minions was directed by Pierre Coffin and Kyle Balda.
Minions is a film.",,,,t5_small_diverse_7_beam_search,,,,
1916,2894,"Whitney Houston was found dead in her guest room.
Whitney Houston's guest room was found dead in Beverly Hills, California.
Whitney Houston died in 2012.
Whitney Houston was found dead.
Whitney Houston was found dead on February 11, 2012.",,,,t5_small_diverse_7_beam_search,,,,
1917,1981,"Donald Glover released his second studio album in 2013.
Donald Glover's second album was released in 2013.
Donald Glover has an album called Because the Internet.
Donald Glover is a musician.
Donald Glover has released two studio albums.",,,,t5_small_diverse_7_beam_search,,,,
1918,3769,"Dennis Hastert lost a 1980 bid for the Illinois House of Representatives.
Dennis Hastert won a seat in the Illinois House of Representatives.
Dennis Hastert was in the Illinois House of Representatives.
Dennis Hastert tried again.
Dennis Hastert won a seat in 1981.
Dennis Hastert lost to the Illinois House of Representatives in 1980.",,,,t5_small_diverse_7_beam_search,,,,
1919,64,"Hayden Panettiere acted in a true crime drama.
Hayden Panettiere portrayed Kirby Reed.
Hayden Panettiere was in Scream 4.
Hayden Panettiere is an actress.
Hayden Panettiere was in a true crime drama.
Hayden Panettiere acted in Scream 4.
Hayden Panettiere played Kirby Reed in Scream 4.",,,,t5_small_diverse_7_beam_search,,,,
1920,6257,"The Beatles had successful musical careers.
The Beatles broke-up in 1970.
The Beatles were a band.
The Beatles were dissolved in 1970.
The Beatles split up in 1970.
The Beatles enjoyed successful musical careers.",,,,t5_small_diverse_7_beam_search,,,,
1921,159,"Seinfeld was written by David and Seinfeld.
Seinfeld was written by David Mandel.
Seinfeld had a scriptwriter who included Larry Charles.
Seinfeld's script writers included Larry Charles.
Seinfeld is a television series.",10001,11000,00000,t5_small_diverse_7_beam_search,356,10001,11000,356
1922,2263,"Jon Huntsman was appointed United States Ambassador to Singapore.
Jon Huntsman was appointed Deputy Assistant Secretary of Commerce.
Jon Huntsman is a White House staff assistant.
Jon Huntsman was appointed United States Ambassador to Singapore by George H.W. Bush.
Jon Huntsman began his career as a White House staff assistant for Ronald Reagan.
Jon Huntsman served as a White House staff assistant for Ronald Reagan.
Jon Huntsman is a white house staff assistant for Ronald Reagan.",,,,t5_small_diverse_7_beam_search,,,,
1923,4103,"Philip V of Spain reigned in Spain.
Philip V of Spain reigned in the United Kingdom.
Philip V of Spain reigned in 45 years and 21 days.
Philip V of Spain had two reigns.
Philip V has reigns in modern Spanish history.
Philip V of Spain reigned for 45 years.
Philip V of Spain has had two reigns.",,,,t5_small_diverse_7_beam_search,,,,
1924,2704,"Matt Groening won 12 Primetime Emmy Awards.
Matt Groening has won 12 Primetime Emmy Awards.
Matt Groening won a British Comedy Award.
Matt Groening is an actor.
Matt Groening has won two primetime Emmy Awards.",,,,t5_small_diverse_7_beam_search,,,,
1925,914,"The jackfruit is a fruit.
The jackfruit is made of hundreds to thousands of individual flowers.
The fruit is a multiple fruit.
Jackfruit is a fruit.
The fruit jackfruit is a fruit.
The jackfruit has fleshy petals.",100111,010,000000,t5_small_diverse_7_beam_search,355,100111,010,355
1926,1902,"Denzel Washington has received three Golden Globe awards.
Denzel Washington received a Tony Award.
Denzel Washington has received a Tony Award.
Denzel Washington is an actor.
Denzel Washington was in Training Day.",,,,t5_small_diverse_7_beam_search,,,,
1927,3600,"Ron Weasley is a member of the Gryffindor house.
Ron Weasley is a member of a house that is a part of the Gryffindor series.
Ron Weasley grew up in the Gryffindor house.
Ron Weasley was in a series.
Ron Weasley has two children.",10010,1000,00000,t5_small_diverse_7_beam_search,354,10010,1000,354
1928,97,"Back to the Future is a sequel.
Back to the Future is the sequel to the 1985 film Back to the Future.
Back to the Future is a sequel to a 1985 film.
Back to the Future is part of the Back to the Future trilogy.
Back to the Future was directed by Robert Zemeckis.
Back to the Future was released in 1985.",,,,t5_small_diverse_7_beam_search,,,,
1929,3221,"Zinedine Zidane was a player of the 2006 World Cup.
Zinedine Zidane received the Golden Ball.
Zinedine Zidane had a headbutt against Marco Materazzi.
Zinedine Zidane is a football player.
Zinedine Zidane was in the 2006 World Cup.",,,,t5_small_diverse_7_beam_search,,,,
1930,4184,"Norway has a list of monarchs.
Norway's monarchs include over sixty kings.
Norvège has a list of monarchs.
Norwegian kings are a part of Norway's monarchy.
Norway has a monarchy.
Norway has over sixty kings and earls.
Norway is the capital of Norway.",,,,t5_small_diverse_7_beam_search,,,,
1931,1141,"Winona Ryder was nominated for two Screen Actors Guild Awards.
Winona Ryder was in a film directed by John R. R. Martin.
Winona Ryder is an actress.
Winona Ryder was nominated for Screen Actors Guild Awards.
Winona Ryder starred in When Love Is Not Enough: The Lois Wilson Story.
Winona Ryder was in Black Swan.",,,,t5_small_diverse_7_beam_search,,,,
